1	18	5	17	5	16	5	15	5	14	5	13	5	12	5	11	5	10	5	9	5	8	5	7	5	6	5	5	5
2	5	18	5	17	5	16	5	15	5	14	5	13	5	12	5	11	5	10	5	9	5	8	5	7	5	6	5	5
